project,genome,file_accession,type,output_type,replicates,pipe,Target,Biosample
ENCSR387BVC,GRCh38,ENCFF869RFC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,DDIT3,K562
ENCSR387QUV,GRCh38,ENCFF968MBN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RELB,GM12878
ENCSR387TUH,GRCh38,ENCFF217STG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,EEA1,HepG2
ENCSR388ZRV,GRCh38,ENCFF080KWE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF311,K562
ENCSR389BLX,GRCh38,ENCFF401YUZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GATAD2B,MCF-7
ENCSR389PWB,GRCh38,ENCFF079EGS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB5,K562
ENCSR390VGH,GRCh38,ENCFF738PEQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MNT,K562
ENCSR391JII,GRCh38,ENCFF160KBR,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4,RCOR1,MCF-7
ENCSR392TWV,GRCh38,ENCFF592DOR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB20,HepG2
ENCSR395HWC,GRCh38,ENCFF711ILQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IKZF1,K562
ENCSR396SOH,GRCh38,ENCFF750QHT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF792,HepG2
ENCSR396XDF,GRCh38,ENCFF148RPN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB24,HepG2
ENCSR397DQC,GRCh38,ENCFF585OJO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF16,HEK293
ENCSR397EOT,GRCh38,ENCFF310IWF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF564,HepG2
ENCSR398TMP,GRCh38,ENCFF048GXO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MYNN,HepG2
ENCSR401VBM,GRCh38,ENCFF226FPR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZHX2,HepG2
ENCSR402JAC,GRCh38,ENCFF281CNU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF574,MCF-7
ENCSR402OYZ,GRCh38,ENCFF670UIE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXA7,A549
ENCSR403MJY,GRCh38,ENCFF964FPZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF281,HepG2
ENCSR405KTQ,GRCh38,ENCFF180KAV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HEY1,K562
ENCSR407BPU,GRCh38,ENCFF667MEL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF609,HepG2
ENCSR407MQT,GRCh38,ENCFF869BHB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SALL1,HepG2
ENCSR409DYM,GRCh38,ENCFF287FTG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFAT,HepG2
ENCSR409PMR,GRCh38,ENCFF021YBN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBED4,HepG2
ENCSR409PXW,GRCh38,ENCFF905RSN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF224,K562
ENCSR410FEH,GRCh38,ENCFF946LHJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TBX2,HepG2
ENCSR410LFU,GRCh38,ENCFF108LBD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SMAD7,HepG2
ENCSR412YGM,GRCh38,ENCFF828NYA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN29,GM12878
ENCSR412ZDC,GRCh38,ENCFF868LEZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,AHR,HepG2
ENCSR413AJG,GRCh38,ENCFF548ZQR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXJ3,HepG2
ENCSR413CVQ,GRCh38,ENCFF717YTN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF423,WTC11
ENCSR414TYY,GRCh38,ENCFF374EFU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RUNX1,K562
ENCSR414WBQ,GRCh38,ENCFF127ZZG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFIB,HepG2
ENCSR415AEB,GRCh38,ENCFF543CJD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF48,HepG2
ENCSR415NNQ,GRCh38,ENCFF206LMB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THAP12,K562
ENCSR417DKD,GRCh38,ENCFF142NAV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFXL1,MCF-7
ENCSR417EWD,GRCh38,ENCFF953FNE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FUBP3,HepG2
ENCSR417VWF,GRCh38,ENCFF813DZP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZEB2,HEK293
ENCSR418MKG,GRCh38,ENCFF771ALQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF692,HEK293
ENCSR418XXL,GRCh38,ENCFF223BOC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXD13,HEK293
ENCSR419ODQ,GRCh38,ENCFF987CPY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF507,MCF-7
ENCSR419VVI,GRCh38,ENCFF439SWX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF624,A549
ENCSR421ADK,GRCh38,ENCFF986ZVU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THAP7,HepG2
ENCSR421QXA,GRCh38,ENCFF891HTS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF571,HEK293
ENCSR422ODX,GRCh38,ENCFF636EFK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF396,WTC11
ENCSR422VAG,GRCh38,ENCFF647UPG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN29,HepG2
ENCSR422ZAO,GRCh38,ENCFF865YQH,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,IRF3,SK-N-SH
ENCSR423TVD,GRCh38,ENCFF554KYQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SNAPC5,HepG2
ENCSR426PTT,GRCh38,ENCFF750AGR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXO4,K562
ENCSR427BBI,GRCh38,ENCFF972FNO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MLLT1,MCF-7
ENCSR427XYP,GRCh38,ENCFF959SMC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF740,K562
ENCSR428LOB,GRCh38,ENCFF791UUM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZZZ3,HepG2
ENCSR430BKC,GRCh38,ENCFF330OKC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CSRNP1,HepG2
ENCSR430JGJ,GRCh38,ENCFF102ZUM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THRB,HepG2
ENCSR436CZV,GRCh38,ENCFF142MJD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,AFF4,K562
ENCSR436PIH,GRCh38,ENCFF616FXO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF483,HepG2
ENCSR436RQS,GRCh38,ENCFF535BYF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF577,HepG2
ENCSR437GBJ,GRCh38,ENCFF002XEC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFATC3,GM12878
ENCSR439WAF,GRCh38,ENCFF855PXT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E4F1,GM12878
ENCSR440COG,GRCh38,ENCFF333FLF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF239,HEK293
ENCSR440UPD,GRCh38,ENCFF149LMA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,EMX1,WTC11
ENCSR440VKE,GRCh38,ENCFF739AJO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ADNP,K562
ENCSR441UBA,GRCh38,ENCFF418OFS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RBAK,HEK293
ENCSR443MVV,GRCh38,ENCFF351OYP,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,PRDM4,HEK293
ENCSR443YTB,GRCh38,ENCFF162YBD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PROX1,HepG2
ENCSR444BFV,GRCh38,ENCFF795EGN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF532,WTC11
ENCSR444LIN,GRCh38,ENCFF715QJD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF7,HepG2
ENCSR444MSK,GRCh38,ENCFF774NZZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RFX7,K562
ENCSR445FHB,GRCh38,ENCFF109ADF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXF2,A549
ENCSR445PDR,GRCh38,ENCFF199YAZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GFI1B,HEK293
ENCSR447ZTA,GRCh38,ENCFF537PTF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF558,HEK293
ENCSR448RAP,GRCh38,ENCFF963QEL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF552,HepG2
ENCSR448TVS,GRCh38,ENCFF232TVP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOSL2,A549
ENCSR448UKK,GRCh38,ENCFF908SNB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZKSCAN8,K562
ENCSR449UFF,GRCh38,ENCFF856VYW,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4,ZKSCAN1,MCF-7
ENCSR451CYX,GRCh38,ENCFF309TEO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF280D,HEK293
ENCSR451UQX,GRCh38,ENCFF913YMX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF551,K562
ENCSR454GVT,GRCh38,ENCFF847UIM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR2C2,WTC11
ENCSR454SCH,GRCh38,ENCFF018HWM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF7,K562
ENCSR455DOO,GRCh38,ENCFF807WYN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RCOR2,HepG2
ENCSR459FTB,GRCh38,ENCFF014PHS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,UBTF,GM12878
ENCSR460MBI,GRCh38,ENCFF076WDH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB20,HEK293
ENCSR460XGV,GRCh38,ENCFF810GPR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MNT,MCF-7
ENCSR461MQX,GRCh38,ENCFF201DBE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RARB,A549
ENCSR461ZJT,GRCh38,ENCFF725SQV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF501,HEK293
ENCSR462KYU,GRCh38,ENCFF217XUD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GABPB1,HepG2
ENCSR462QZZ,GRCh38,ENCFF430IPX,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,ZNF395,K562
ENCSR463DPV,GRCh38,ENCFF026PPP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,AFF4,HepG2
ENCSR463GOT,GRCh38,ENCFF138XTJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ESR1,MCF-7
ENCSR464KFG,GRCh38,ENCFF285WQB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF140,HEK293
ENCSR465VLK,GRCh38,ENCFF222VDW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXK2,MCF-7
ENCSR466VYP,GRCh38,ENCFF715VBR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF266,HEK293
ENCSR468IJT,GRCh38,ENCFF925KAK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SP7,HEK293
ENCSR469GZL,GRCh38,ENCFF453UVV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,LCOR,HepG2
ENCSR469WAO,GRCh38,ENCFF341HVV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CBX2,A549
ENCSR469WII,GRCh38,ENCFF160PIE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,"COMMD3-BMI1,BMI1",GM12878
ENCSR471VAY,GRCh38,ENCFF388IZF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF484,HepG2
ENCSR473ASI,GRCh38,ENCFF567ADL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ELF4,WTC11
ENCSR473SUA,GRCh38,ENCFF039TWK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ESRRA,A549
ENCSR475ZGL,GRCh38,ENCFF682SSQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MLX,K562
ENCSR475ZYA,GRCh38,ENCFF245JPK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,OTX1,K562
ENCSR477OJI,GRCh38,ENCFF222HPT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF423,HEK293
ENCSR478SKI,GRCh38,ENCFF670KBU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TSC22D1,HepG2
ENCSR478ZYO,GRCh38,ENCFF241LPZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CBX2,HepG2
ENCSR479PRL,GRCh38,ENCFF374HXP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB4,HepG2
ENCSR479RZV,GRCh38,ENCFF951CCL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CBFB,HepG2
ENCSR479WQX,GRCh38,ENCFF190LEQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GZF1,HepG2
ENCSR481AIK,GRCh38,ENCFF149QHA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB3,HepG2
ENCSR481FEC,GRCh38,ENCFF480WCB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB8A,HEK293
ENCSR481QLH,GRCh38,ENCFF514SEQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR3C1,HepG2
ENCSR482BBZ,GRCh38,ENCFF628APG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GLIS1,HEK293
ENCSR482SWD,GRCh38,ENCFF492FGH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,,HepG2
ENCSR485OYR,GRCh38,ENCFF384TZN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB25,HepG2
ENCSR486IFJ,GRCh38,ENCFF588QRH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ESRRA,K562
ENCSR486JYI,GRCh38,ENCFF977OYG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F5,HepG2
ENCSR487CPI,GRCh38,ENCFF825ROC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP64,HepG2
ENCSR488EES,GRCh38,ENCFF130LVT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFE2L2,HepG2
ENCSR488ZNK,GRCh38,ENCFF496HIK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF646,HepG2
ENCSR492FKD,GRCh38,ENCFF738IQL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF257,K562
ENCSR492IHH,GRCh38,ENCFF308RXD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ISL2,HepG2
ENCSR493VBX,GRCh38,ENCFF810TWJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN31,HepG2
ENCSR494ZGC,GRCh38,ENCFF832HNJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ELF4,K562
ENCSR495RMN,GRCh38,ENCFF224RFJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP62,HepG2
ENCSR497IAS,GRCh38,ENCFF591RCB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF747,HEK293
ENCSR497JLX,GRCh38,ENCFF128AZO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TEAD1,HepG2
ENCSR498TWD,GRCh38,ENCFF976LBY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MAF1,HepG2
ENCSR499FDW,GRCh38,ENCFF969PVK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN18,WTC11
ENCSR501DKS,GRCh38,ENCFF900GTF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF7,GM12878
ENCSR501NSC,GRCh38,ENCFF901LSG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN26,HEK293
ENCSR502GAX,GRCh38,ENCFF170GIQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF652,HepG2
ENCSR502KPJ,GRCh38,ENCFF750TQY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF843,HEK293
ENCSR502YME,GRCh38,ENCFF802VTG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GLI4,HepG2
ENCSR503DPC,GRCh38,ENCFF333YTG,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF513,HEK293
ENCSR503VTG,GRCh38,ENCFF258VTL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF24,MCF-7
ENCSR504VDV,GRCh38,ENCFF206PHI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF654,HEK293
ENCSR505DVB,GRCh38,ENCFF640TCA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZMYM3,HepG2
ENCSR505LJT,GRCh38,ENCFF743AUT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP37,HepG2
ENCSR505NMN,GRCh38,ENCFF090CEP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F4,MCF-7
ENCSR505UNL,GRCh38,ENCFF486PIE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF333,HepG2
ENCSR506HXN,GRCh38,ENCFF458VJS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TRIM22,HepG2
ENCSR506KWJ,GRCh38,ENCFF708IYN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,XRCC5,K562
ENCSR506SSQ,GRCh38,ENCFF604RBX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF354C,K562
ENCSR507BRS,GRCh38,ENCFF950HXZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BATF2,HepG2
ENCSR507BWM,GRCh38,ENCFF966JEA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GLIS3,SK-N-SH
ENCSR507RVF,GRCh38,ENCFF172KCZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXP4,WTC11
ENCSR508EEX,GRCh38,ENCFF193BGB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF397,K562
ENCSR510GKB,GRCh38,ENCFF514IUU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF770,HepG2
ENCSR512ECF,GRCh38,ENCFF868DTR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF142,HepG2
ENCSR512JVC,GRCh38,ENCFF991QJO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF724,HepG2
ENCSR513MGG,GRCh38,ENCFF334IIH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF302,HEK293
ENCSR513NBU,GRCh38,ENCFF262CSX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF713,HepG2
ENCSR513WUJ,GRCh38,ENCFF847XQW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SIX4,WTC11
ENCSR513YMV,GRCh38,ENCFF890ZHY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ELK4,HepG2
ENCSR514RAH,GRCh38,ENCFF909XQR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RARG,HepG2
ENCSR514VYD,GRCh38,ENCFF591BVB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR2F1,GM12878
ENCSR516VQK,GRCh38,ENCFF743TLK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF174,HEK293
ENCSR517DDU,GRCh38,ENCFF743NCE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF48,HEK293
ENCSR517HGZ,GRCh38,ENCFF482XKY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF781,HepG2
ENCSR518KLO,GRCh38,ENCFF233BHX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NRL,HepG2
ENCSR518WPL,GRCh38,ENCFF192IHI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR2F6,HepG2
ENCSR519QAA,GRCh38,ENCFF035OPG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HNRNPK,HepG2
ENCSR519QYU,GRCh38,ENCFF373KUZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF101,HepG2
ENCSR520MCD,GRCh38,ENCFF929XBL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CEBPD,HepG2
ENCSR523RGJ,GRCh38,ENCFF155NXO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF704,HepG2
ENCSR523XCR,GRCh38,ENCFF664YTR,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,RNF2,HepG2
ENCSR526HRN,GRCh38,ENCFF882XTP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF184,K562
ENCSR528PSI,GRCh38,ENCFF264GAF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HLF,HepG2
ENCSR530ARJ,GRCh38,ENCFF962KEA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PAXIP1,HepG2
ENCSR532WFC,GRCh38,ENCFF428ZPS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB14,HepG2
ENCSR535DIA,GRCh38,ENCFF311QUH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GLIS2,HEK293
ENCSR536CBU,GRCh38,ENCFF588CXX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB9,K562
ENCSR537FDJ,GRCh38,ENCFF703JHN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ETV4,HepG2
ENCSR538RDA,GRCh38,ENCFF173MMC,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF560,HEK293
ENCSR539PMH,GRCh38,ENCFF456EDK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CENPBD1,HepG2
ENCSR540LPD,GRCh38,ENCFF332MPQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF839,HepG2
ENCSR541WQI,GRCh38,ENCFF129FEV,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,MAFK,A549
ENCSR542PZA,GRCh38,ENCFF703APN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF490,HepG2
ENCSR543BNN,GRCh38,ENCFF085ZKR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ISX,HepG2
ENCSR543BVU,GRCh38,ENCFF436SNU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SOX6,HepG2
ENCSR543KOA,GRCh38,ENCFF423DNE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB12,HEK293
ENCSR544GUO,GRCh38,ENCFF008SZM,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4,BCL3,A549
ENCSR544MTJ,GRCh38,ENCFF723WCO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THAP8,HepG2
ENCSR545ACM,GRCh38,ENCFF259UJN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF549,HepG2
ENCSR545ADB,GRCh38,ENCFF551WCN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NACC2,HepG2
ENCSR547LKC,GRCh38,ENCFF388KGW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GATAD2B,K562
ENCSR547TGL,GRCh38,ENCFF651OPK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF701,HEK293
ENCSR547WSB,GRCh38,ENCFF752MWG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TRERF1,WTC11
ENCSR548FLW,GRCh38,ENCFF079MYL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN20,A549
ENCSR549PAU,GRCh38,ENCFF819NNH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB21,HepG2
ENCSR549PVK,GRCh38,ENCFF743JJF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PATZ1,K562
ENCSR550HCT,GRCh38,ENCFF674KVR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF1,K562
ENCSR551KAP,GRCh38,ENCFF454RVK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF138,HEK293
ENCSR551KXD,GRCh38,ENCFF771ZNH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RHOXF2B,K562
ENCSR551QJT,GRCh38,ENCFF737MXG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THRA,HepG2
ENCSR552XSN,GRCh38,ENCFF652GOE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MLLT1,GM12878
ENCSR552YWL,GRCh38,ENCFF124UUN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF12,HepG2
ENCSR553NTC,GRCh38,ENCFF566EGM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF134,K562
ENCSR553QMC,GRCh38,ENCFF669TCB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF7,HepG2
ENCSR553ZJQ,GRCh38,ENCFF313BSI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF18,HepG2
